State FIPS,County FIPS,Postal,Name,Poverty Estimate All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent All Ages,90% CI Lower Bound.1,90% CI Upper Bound.1,Poverty Estimate Under Age 18,90% CI Lower Bound.2,90% CI Upper Bound.2,Poverty Percent Under Age 18,90% CI Lower Bound.3,90% CI Upper Bound.3,Poverty Estimate Ages 5-17,90% CI Lower Bound.4,90% CI Upper Bound.4,Poverty Percent Ages 5-17,90% CI Lower Bound.5,90% CI Upper Bound.5,Median Household Income,90% CI Lower Bound.6,90% CI Upper Bound.6,Poverty Estimate Ages 0-4,90% CI Lower Bound.7,90% CI Upper Bound.7,Poverty Percent Ages 0-4,90% CI Lower Bound.8,90% CI Upper Bound.8,Year
55,71.0,WI,Manitowoc County,6882,5484,8280,8.6,6.9,10.3,2325,1789,2861,13.4,10.3,16.5,1531,1135,1927,11.8,8.7,14.9,48804,46519,51089,,,,,,,10
55,73.0,WI,Marathon County,14803,12906,16700,11.2,9.8,12.6,5072,4166,5978,15.9,13.1,18.7,3184,2487,3881,13.7,10.7,16.7,51908,49975,53841,,,,,,,10
55,75.0,WI,Marinette County,5423,4460,6386,13.4,11,15.8,1469,1127,1811,18.3,14,22.6,992,736,1248,16.3,12.1,20.5,39705,37318,42092,,,,,,,10
55,77.0,WI,Marquette County,2436,2108,2764,16,13.8,18.2,776,645,907,26.2,21.8,30.6,516,417,615,23.3,18.8,27.8,41814,38642,44986,,,,,,,10
55,78.0,WI,Menominee County,1396,1127,1665,32.6,26.3,38.9,678,528,828,47.7,37.2,58.2,444,331,557,46.4,34.5,58.3,30156,27655,32657,,,,,,,10
55,79.0,WI,Milwaukee County,202050,192415,211685,21.8,20.8,22.8,74264,69123,79405,31.9,29.7,34.1,48961,45085,52837,30,27.6,32.4,40780,39895,41665,,,,,,,10
55,81.0,WI,Monroe County,6925,5925,7925,15.7,13.4,18,2875,2405,3345,25.4,21.3,29.5,1755,1391,2119,21.6,17.1,26.1,45841,43236,48446,,,,,,,10
55,83.0,WI,Oconto County,3745,2992,4498,10.1,8.1,12.1,1181,910,1452,14.7,11.3,18.1,785,591,979,13.2,9.9,16.5,53280,51081,55479,,,,,,,10
55,85.0,WI,Oneida County,4571,3764,5378,13,10.7,15.3,1219,964,1474,19.5,15.4,23.6,834,656,1012,18,14.2,21.8,39418,36827,42009,,,,,,,10
55,87.0,WI,Outagamie County,14171,11768,16574,8.1,6.7,9.5,4541,3622,5460,10.5,8.4,12.6,3072,2393,3751,9.7,7.6,11.8,56901,54541,59261,,,,,,,10
55,89.0,WI,Ozaukee County,4486,3501,5471,5.3,4.1,6.5,1185,909,1461,6,4.6,7.4,785,590,980,5.2,3.9,6.5,74631,70415,78847,,,,,,,10
55,91.0,WI,Pepin County,884,698,1070,12.2,9.6,14.8,359,277,441,21.6,16.7,26.5,238,179,297,19.9,14.9,24.9,45193,41256,49130,,,,,,,10
55,93.0,WI,Pierce County,3687,3020,4354,9.7,8,11.4,810,619,1001,9.3,7.1,11.5,539,402,676,8.4,6.3,10.5,57866,53519,62213,,,,,,,10
55,95.0,WI,Polk County,4817,4020,5614,11.1,9.3,12.9,1622,1286,1958,16.3,12.9,19.7,1109,864,1354,15.1,11.8,18.4,46872,43770,49974,,,,,,,10
55,97.0,WI,Portage County,9827,8714,10940,14.8,13.1,16.5,2101,1726,2476,15,12.3,17.7,1310,1025,1595,12.9,10.1,15.7,50712,47250,54174,,,,,,,10
55,99.0,WI,Price County,1866,1514,2218,13.6,11,16.2,562,446,678,22,17.5,26.5,355,270,440,17.9,13.6,22.2,41576,38554,44598,,,,,,,10
55,101.0,WI,Racine County,25046,21127,28965,13.2,11.1,15.3,9851,8006,11696,21,17.1,24.9,6499,5171,7827,18.9,15,22.8,52900,50253,55547,,,,,,,10
55,103.0,WI,Richland County,2707,2206,3208,15.3,12.5,18.1,923,715,1131,23,17.8,28.2,635,486,784,22,16.8,27.2,43222,40045,46399,,,,,,,10
55,105.0,WI,Rock County,22946,20664,25228,14.6,13.1,16.1,8076,6841,9311,21.1,17.9,24.3,5023,4039,6007,17.8,14.3,21.3,47857,45610,50104,,,,,,,10
55,107.0,WI,Rusk County,2388,1932,2844,16.6,13.4,19.8,916,725,1107,29.1,23,35.2,599,459,739,25.7,19.7,31.7,36810,34063,39557,,,,,,,10
55,109.0,WI,St. Croix County,6384,5323,7445,7.6,6.3,8.9,2039,1651,2427,9.1,7.4,10.8,1386,1113,1659,8.4,6.7,10.1,64490,60766,68214,,,,,,,10
55,111.0,WI,Sauk County,7453,6221,8685,12.2,10.2,14.2,2591,2098,3084,18,14.6,21.4,1659,1289,2029,15.8,12.3,19.3,48874,46063,51685,,,,,,,10
55,113.0,WI,Sawyer County,2804,2297,3311,17.3,14.2,20.4,947,748,1146,28.4,22.4,34.4,639,492,786,26.9,20.7,33.1,40002,37168,42836,,,,,,,10
55,115.0,WI,Shawano County,4841,4000,5682,11.8,9.7,13.9,1634,1281,1987,18.2,14.3,22.1,1127,874,1380,16.8,13,20.6,42795,40112,45478,,,,,,,10
55,117.0,WI,Sheboygan County,9837,7888,11786,8.8,7.1,10.5,3473,2676,4270,13.1,10.1,16.1,2234,1659,2809,11.4,8.5,14.3,51541,49623,53459,,,,,,,10
55,119.0,WI,Taylor County,2469,1982,2956,12.2,9.8,14.6,909,688,1130,18.6,14.1,23.1,611,449,773,17.2,12.7,21.7,42460,39590,45330,,,,,,,10
55,121.0,WI,Trempealeau County,3354,2778,3930,11.8,9.8,13.8,1213,975,1451,17.9,14.4,21.4,812,641,983,16.7,13.2,20.2,46203,43720,48686,,,,,,,10
55,123.0,WI,Vernon County,4804,4025,5583,16.3,13.7,18.9,1989,1564,2414,25.9,20.4,31.4,1286,965,1607,23,17.3,28.7,42670,40168,45172,,,,,,,10
55,125.0,WI,Vilas County,2735,2204,3266,12.9,10.4,15.4,843,643,1043,23.2,17.7,28.7,573,425,721,21.3,15.8,26.8,40901,39326,42476,,,,,,,10
55,127.0,WI,Walworth County,13288,11254,15322,13.3,11.3,15.3,4079,3330,4828,17.7,14.5,20.9,2832,2292,3372,16.5,13.4,19.6,52300,48311,56289,,,,,,,10
55,129.0,WI,Washburn County,2336,1899,2773,14.9,12.1,17.7,776,610,942,25.3,19.9,30.7,516,396,636,23,17.7,28.3,39777,36728,42826,,,,,,,10
55,131.0,WI,Washington County,8307,6612,10002,6.3,5,7.6,2533,1993,3073,8.1,6.4,9.8,1677,1301,2053,7.1,5.5,8.7,67760,64222,71298,,,,,,,10
55,133.0,WI,Waukesha County,21319,18172,24466,5.5,4.7,6.3,5966,4872,7060,6.6,5.4,7.8,4044,3274,4814,5.8,4.7,6.9,73025,70606,75444,,,,,,,10
55,135.0,WI,Waupaca County,5964,4924,7004,11.7,9.7,13.7,1961,1592,2330,17.4,14.1,20.7,1255,976,1534,15,11.7,18.3,47601,43961,51241,,,,,,,10
55,137.0,WI,Waushara County,2985,2351,3619,12.8,10.1,15.5,1012,777,1247,21.6,16.6,26.6,692,519,865,19.7,14.8,24.6,39836,37596,42076,,,,,,,10
55,139.0,WI,Winnebago County,19677,16997,22357,12.4,10.7,14.1,5633,4667,6599,16.1,13.3,18.9,3527,2821,4233,14,11.2,16.8,49279,46372,52186,,,,,,,10
55,141.0,WI,Wood County,9093,7724,10462,12.3,10.4,14.2,2917,2369,3465,17.8,14.5,21.1,1860,1449,2271,15.6,12.1,19.1,46558,44198,48918,,,,,,,10
56,0.0,WY,Wyoming,62801,59474,66128,11.3,10.7,11.9,20502,18953,22051,15.5,14.3,16.7,12405,11134,13676,13.4,12,14.8,56044,54596,57492,7409.0,6496.0,8322.0,19.1,16.7,21.5,10
56,1.0,WY,Albany County,7511,6655,8367,21.6,19.1,24.1,1091,877,1305,18.9,15.2,22.6,638,487,789,16.7,12.7,20.7,45651,43358,47944,,,,,,,10
56,3.0,WY,Big Horn County,1332,1031,1633,11.5,8.9,14.1,458,341,575,15.4,11.5,19.3,277,196,358,12.5,8.8,16.2,49929,45985,53873,,,,,,,10
56,5.0,WY,Campbell County,3205,2508,3902,7,5.5,8.5,1240,938,1542,9.7,7.3,12.1,708,495,921,8.1,5.7,10.5,70438,67379,73497,,,,,,,10
56,7.0,WY,Carbon County,2069,1673,2465,13.8,11.2,16.4,592,452,732,16.3,12.4,20.2,351,252,450,13.9,10,17.8,52855,47844,57866,,,,,,,10
56,9.0,WY,Converse County,1404,1080,1728,10.3,7.9,12.7,500,374,626,14.8,11.1,18.5,301,214,388,12.5,8.9,16.1,59507,54547,64467,,,,,,,10
56,11.0,WY,Crook County,586,443,729,8.3,6.3,10.3,197,146,248,12,8.9,15.1,124,87,161,11,7.7,14.3,55294,50149,60439,,,,,,,10
56,13.0,WY,Fremont County,6174,5084,7264,15.6,12.8,18.4,2249,1778,2720,22.3,17.6,27,1377,1047,1707,19.6,14.9,24.3,45731,41737,49725,,,,,,,10
56,15.0,WY,Goshen County,2102,1660,2544,17,13.4,20.6,605,464,746,22.8,17.5,28.1,346,248,444,18.3,13.1,23.5,41014,37080,44948,,,,,,,10
56,17.0,WY,Hot Springs County,616,479,753,13.1,10.2,16,171,129,213,18.9,14.3,23.5,100,70,130,15.5,10.8,20.2,41845,37696,45994,,,,,,,10
56,19.0,WY,Johnson County,778,590,966,9.1,6.9,11.3,241,179,303,12.9,9.6,16.2,148,104,192,11.2,7.9,14.5,53577,48356,58798,,,,,,,10
56,21.0,WY,Laramie County,9008,7364,10652,9.9,8.1,11.7,3402,2685,4119,15.6,12.3,18.9,2077,1570,2584,13.6,10.3,16.9,53839,49870,57808,,,,,,,10
56,23.0,WY,Lincoln County,1654,1262,2046,9.2,7,11.4,643,480,806,13.1,9.8,16.4,400,284,516,11.3,8,14.6,60062,54827,65297,,,,,,,10
56,25.0,WY,Natrona County,8559,7041,10077,11.5,9.5,13.5,2836,2223,3449,16,12.5,19.5,1688,1257,2119,13.7,10.2,17.2,52904,48609,57199,,,,,,,10
56,27.0,WY,Niobrara County,333,258,408,14.6,11.3,17.9,79,59,99,18.1,13.6,22.6,49,35,63,14.3,10.3,18.3,41712,37425,45999,,,,,,,10
56,29.0,WY,Park County,3154,2416,3892,11.4,8.7,14.1,1017,763,1271,17.5,13.1,21.9,621,441,801,14.8,10.5,19.1,50141,46803,53479,,,,,,,10
56,31.0,WY,Platte County,1046,810,1282,12,9.3,14.7,316,240,392,18.5,14.1,22.9,189,135,243,14.7,10.5,18.9,47916,43098,52734,,,,,,,10
56,33.0,WY,Sheridan County,2811,2184,3438,9.9,7.7,12.1,895,668,1122,14.4,10.7,18.1,555,395,715,12.5,8.9,16.1,53217,48805,57629,,,,,,,10
56,35.0,WY,Sublette County,638,488,788,6.3,4.8,7.8,199,148,250,8.5,6.3,10.7,122,86,158,7.3,5.1,9.5,75242,67520,82964,,,,,,,10
56,37.0,WY,Sweetwater County,4319,3593,5045,10,8.3,11.7,1750,1425,2075,14.9,12.1,17.7,1104,876,1332,13.5,10.7,16.3,69756,64776,74736,,,,,,,10
56,39.0,WY,Teton County,1767,1328,2206,8.3,6.2,10.4,612,455,769,14.9,11.1,18.7,370,260,480,13.3,9.3,17.3,69095,62121,76069,,,,,,,10
56,41.0,WY,Uinta County,2013,1512,2514,9.7,7.3,12.1,851,634,1068,13.7,10.2,17.2,521,371,671,11.6,8.3,14.9,61266,55930,66602,,,,,,,10
56,43.0,WY,Washakie County,945,718,1172,11.3,8.6,14,316,236,396,15.4,11.5,19.3,194,138,250,12.8,9.1,16.5,49747,44829,54665,,,,,,,10
56,45.0,WY,Weston County,776,610,942,11.5,9,14,241,185,297,15.6,12,19.2,145,107,183,12.9,9.5,16.3,53313,48265,58361,,,,,,,10
00,0.0,US,United States,48452035,48217869,48686201,15.9,15.8,16,16386500,16262247,16510753,22.5,22.3,22.7,10976987,10882675,11071299,20.8,20.6,21,50502,50429,50575,5110087.0,5061357.0,5158817.0,25.8,25.6,26.0,11
01,0.0,AL,Alabama,896117,879174,913060,19.1,18.7,19.5,307310,298317,316303,27.6,26.8,28.4,209724,201714,217734,25.8,24.8,26.8,41427,40894,41960,94184.0,89925.0,98443.0,31.5,30.1,32.9,11
01,1.0,AL,Autauga County,8152,6836,9468,14.9,12.5,17.3,2999,2470,3528,21,17.3,24.7,2075,1677,2473,19.4,15.7,23.1,48863,44355,53371,,,,,,,11
01,3.0,AL,Baldwin County,24728,20610,28846,13.4,11.2,15.6,8611,6906,10316,20.5,16.4,24.6,5842,4578,7106,18.9,14.8,23,50144,46554,53734,,,,,,,11
01,5.0,AL,Barbour County,7051,5884,8218,29.5,24.6,34.4,2330,1932,2728,39.8,33,46.6,1558,1266,1850,37.2,30.2,44.2,30117,27484,32750,,,,,,,11
01,7.0,AL,Bibb County,4562,3600,5524,22.2,17.5,26.9,1499,1194,1804,30.5,24.3,36.7,1027,810,1244,28.2,22.2,34.2,37347,33774,40920,,,,,,,11
01,9.0,AL,Blount County,8505,6764,10246,14.9,11.9,17.9,3094,2403,3785,22.2,17.2,27.2,2211,1684,2738,21.3,16.2,26.4,41940,38358,45522,,,,,,,11
01,11.0,AL,Bullock County,2909,2221,3597,32.8,25.1,40.5,937,713,1161,41.1,31.3,50.9,632,472,792,40.7,30.4,51,26038,23340,28736,,,,,,,11
01,13.0,AL,Butler County,4902,4037,5767,24.1,19.8,28.4,1726,1371,2081,35.7,28.4,43,1178,909,1447,33.7,26,41.4,30489,27969,33009,,,,,,,11
01,15.0,AL,Calhoun County,23974,20930,27018,20.9,18.2,23.6,8419,7162,9676,31.8,27,36.6,6020,5143,6897,31.1,26.6,35.6,39060,36668,41452,,,,,,,11
01,17.0,AL,Chambers County,7923,6675,9171,23.7,20,27.4,2912,2451,3373,39.1,32.9,45.3,2095,1766,2424,37.8,31.9,43.7,33500,30578,36422,,,,,,,11
01,19.0,AL,Cherokee County,6127,5092,7162,23.8,19.8,27.8,1996,1622,2370,36.6,29.8,43.4,1362,1085,1639,32.9,26.2,39.6,34738,31588,37888,,,,,,,11
01,21.0,AL,Chilton County,7940,6305,9575,18.3,14.5,22.1,3048,2319,3777,28.4,21.6,35.2,2153,1607,2699,27.7,20.7,34.7,38833,35803,41863,,,,,,,11
01,23.0,AL,Choctaw County,3677,3118,4236,27.3,23.1,31.5,1072,883,1261,35.9,29.6,42.2,778,646,910,34,28.2,39.8,32940,29694,36186,,,,,,,11
01,25.0,AL,Clarke County,6686,5662,7710,26.3,22.3,30.3,2184,1798,2570,35.2,29,41.4,1462,1166,1758,30.6,24.4,36.8,32642,29383,35901,,,,,,,11
01,27.0,AL,Clay County,2545,1973,3117,18.7,14.5,22.9,874,667,1081,28.5,21.7,35.3,601,450,752,26.2,19.6,32.8,32454,29341,35567,,,,,,,11
01,29.0,AL,Cleburne County,2509,1920,3098,17.2,13.2,21.2,887,678,1096,25.9,19.8,32,620,466,774,24.4,18.3,30.5,39153,35364,42942,,,,,,,11
01,31.0,AL,Coffee County,8447,7202,9692,16.9,14.4,19.4,2897,2405,3389,24,19.9,28.1,2073,1703,2443,23.8,19.6,28,42173,39230,45116,,,,,,,11
01,33.0,AL,Colbert County,10098,8509,11687,18.7,15.8,21.6,3354,2730,3978,28.4,23.1,33.7,2273,1816,2730,26,20.8,31.2,37269,34117,40421,,,,,,,11
01,35.0,AL,Conecuh County,3635,2939,4331,27.9,22.6,33.2,1171,903,1439,40.3,31.1,49.5,819,619,1019,38.1,28.8,47.4,26914,24129,29699,,,,,,,11
01,37.0,AL,Coosa County,2700,2289,3111,25.5,21.6,29.4,793,647,939,35.6,29,42.2,530,420,640,31.2,24.7,37.7,34391,31142,37640,,,,,,,11
01,39.0,AL,Covington County,9074,7812,10336,24.2,20.8,27.6,2883,2383,3383,34.2,28.3,40.1,2149,1783,2515,34.6,28.7,40.5,32138,29735,34541,,,,,,,11
01,41.0,AL,Crenshaw County,2500,1886,3114,18.2,13.7,22.7,906,684,1128,27.9,21.1,34.7,629,468,790,26.4,19.6,33.2,34534,31261,37807,,,,,,,11
01,43.0,AL,Cullman County,14455,12204,16706,18.2,15.4,21,5070,4170,5970,27.9,22.9,32.9,3664,3015,4313,27.6,22.7,32.5,39395,36063,42727,,,,,,,11
01,45.0,AL,Dale County,9198,7491,10905,18.8,15.3,22.3,3342,2646,4038,27.5,21.8,33.2,2227,1725,2729,25.9,20.1,31.7,41568,37700,45436,,,,,,,11
01,47.0,AL,Dallas County,15303,13310,17296,35.7,31,40.4,5626,4826,6426,49.9,42.8,57,3583,2895,4271,44.2,35.7,52.7,25859,23718,28000,,,,,,,11
01,49.0,AL,DeKalb County,14331,11742,16920,20.3,16.6,24,5337,4188,6486,29.5,23.1,35.9,3835,2976,4694,29.2,22.7,35.7,35487,33112,37862,,,,,,,11
01,51.0,AL,Elmore County,10299,8444,12154,13.8,11.3,16.3,3796,3033,4559,20.7,16.5,24.9,2612,2038,3186,19.3,15.1,23.5,54866,51620,58112,,,,,,,11
01,53.0,AL,Escambia County,8893,7427,10359,25.5,21.3,29.7,2691,2131,3251,31.5,24.9,38.1,1823,1412,2234,29.4,22.8,36,32838,29935,35741,,,,,,,11
01,55.0,AL,Etowah County,21426,19142,23710,21,18.8,23.2,7144,6085,8203,30.4,25.9,34.9,5160,4378,5942,29.8,25.3,34.3,34927,32423,37431,,,,,,,11
01,57.0,AL,Fayette County,3815,3068,4562,22.5,18.1,26.9,1218,968,1468,32.9,26.2,39.6,826,638,1014,30.2,23.3,37.1,32648,29767,35529,,,,,,,11
01,59.0,AL,Franklin County,6292,4889,7695,19.9,15.5,24.3,2518,1922,3114,32.5,24.8,40.2,1696,1262,2130,30.7,22.8,38.6,33705,30641,36769,,,,,,,11
01,61.0,AL,Geneva County,6475,5403,7547,24.4,20.4,28.4,2475,2078,2872,42.3,35.5,49.1,1640,1335,1945,38.1,31,45.2,33835,30606,37064,,,,,,,11
01,63.0,AL,Greene County,3115,2491,3739,35.1,28.1,42.1,1012,805,1219,47.3,37.6,57,687,537,837,43.2,33.8,52.6,24738,22244,27232,,,,,,,11
01,65.0,AL,Hale County,4306,3556,5056,28.5,23.5,33.5,1515,1239,1791,41,33.5,48.5,1041,848,1234,37.4,30.5,44.3,31044,28366,33722,,,,,,,11
01,67.0,AL,Henry County,3207,2522,3892,18.7,14.7,22.7,1131,866,1396,29.2,22.4,36,769,578,960,26.5,19.9,33.1,39788,36506,43070,,,,,,,11
01,69.0,AL,Houston County,17697,16026,19368,17.5,15.8,19.2,7173,6275,8071,29.2,25.5,32.9,5029,4333,5725,28.1,24.2,32,40428,38492,42364,,,,,,,11
01,71.0,AL,Jackson County,9423,7836,11010,17.9,14.9,20.9,2920,2295,3545,25.1,19.7,30.5,2046,1572,2520,23.5,18.1,28.9,36746,34383,39109,,,,,,,11
01,73.0,AL,Jefferson County,120760,112455,129065,18.7,17.4,20,41570,37474,45666,27.2,24.5,29.9,28943,25858,32028,26.6,23.8,29.4,42053,41075,43031,,,,,,,11
01,75.0,AL,Lamar County,3109,2472,3746,22.1,17.6,26.6,988,769,1207,31.4,24.4,38.4,673,513,833,28.6,21.8,35.4,34731,31365,38097,,,,,,,11
01,77.0,AL,Lauderdale County,14889,12256,17522,16.4,13.5,19.3,4704,3673,5735,24,18.7,29.3,3116,2339,3893,21.6,16.2,27,40195,37535,42855,,,,,,,11
01,79.0,AL,Lawrence County,6073,4875,7271,18,14.5,21.5,2089,1669,2509,27.1,21.6,32.6,1428,1112,1744,25.1,19.5,30.7,38132,34830,41434,,,,,,,11
01,81.0,AL,Lee County,29809,26272,33346,21.4,18.9,23.9,6432,5030,7834,20.7,16.2,25.2,4355,3309,5401,19.3,14.7,23.9,42539,40406,44672,,,,,,,11
01,83.0,AL,Limestone County,11439,9517,13361,13.9,11.6,16.2,4213,3449,4977,21.1,17.3,24.9,2803,2206,3400,19.3,15.2,23.4,46760,44876,48644,,,,,,,11
01,85.0,AL,Lowndes County,2995,2381,3609,27.1,21.5,32.7,1074,820,1328,39.9,30.5,49.3,738,554,922,38,28.5,47.5,28043,25360,30726,,,,,,,11
01,87.0,AL,Macon County,5997,4687,7307,30.9,24.1,37.7,1741,1341,2141,43,33.1,52.9,1168,874,1462,39.2,29.3,49.1,27591,25215,29967,,,,,,,11
01,89.0,AL,Madison County,45732,40759,50705,13.8,12.3,15.3,15576,13365,17787,19.8,17,22.6,10581,8893,12269,18.3,15.4,21.2,55298,52345,58251,,,,,,,11
01,91.0,AL,Marengo County,5018,3935,6101,24.6,19.3,29.9,1673,1293,2053,33.9,26.2,41.6,1139,866,1412,30.8,23.4,38.2,31995,28795,35195,,,,,,,11
01,93.0,AL,Marion County,7615,6492,8738,25.6,21.8,29.4,2166,1738,2594,33.2,26.6,39.8,1453,1123,1783,29.9,23.1,36.7,30926,27950,33902,,,,,,,11
01,95.0,AL,Marshall County,17719,15173,20265,19.1,16.4,21.8,6470,5378,7562,27.9,23.2,32.6,4537,3698,5376,27.2,22.2,32.2,38876,36556,41196,,,,,,,11
01,97.0,AL,Mobile County,80070,72897,87243,19.7,17.9,21.5,30333,26863,33803,29.9,26.5,33.3,20251,17507,22995,27.7,24,31.4,41867,40209,43525,,,,,,,11
01,99.0,AL,Monroe County,6462,5433,7491,28.7,24.1,33.3,2343,1942,2744,41.6,34.5,48.7,1633,1338,1928,38.3,31.4,45.2,31072,28175,33969,,,,,,,11
01,101.0,AL,Montgomery County,51765,46103,57427,23.2,20.7,25.7,19250,16630,21870,33.9,29.3,38.5,12428,10295,14561,30.3,25.1,35.5,42962,40715,45209,,,,,,,11
01,103.0,AL,Morgan County,19790,16869,22711,16.8,14.3,19.3,7725,6485,8965,27.3,22.9,31.7,5501,4602,6400,26.5,22.2,30.8,43615,41546,45684,,,,,,,11
01,105.0,AL,Perry County,3177,2453,3901,33,25.5,40.5,1180,896,1464,47.3,35.9,58.7,824,613,1035,45,33.5,56.5,22175,19978,24372,,,,,,,11
01,107.0,AL,Pickens County,5039,4194,5884,26.5,22,31,1554,1233,1875,35.3,28,42.6,1001,767,1235,30.7,23.5,37.9,31079,28060,34098,,,,,,,11
01,109.0,AL,Pike County,7936,6717,9155,25.6,21.7,29.5,2181,1740,2622,33.5,26.7,40.3,1507,1182,1832,32.8,25.7,39.9,32345,30360,34330,,,,,,,11
01,111.0,AL,Randolph County,4939,4022,5856,22.1,18,26.2,1654,1283,2025,31.2,24.2,38.2,1159,884,1434,29,22.1,35.9,34517,31228,37806,,,,,,,11
01,113.0,AL,Russell County,10867,8788,12946,20.1,16.2,24,4042,3070,5014,30.2,22.9,37.5,2806,2090,3522,29.4,21.9,36.9,32632,30089,35175,,,,,,,11
01,115.0,AL,St. Clair County,14249,12155,16343,17.3,14.8,19.8,4963,4151,5775,25.2,21.1,29.3,3371,2763,3979,23.8,19.5,28.1,48040,43833,52247,,,,,,,11
01,117.0,AL,Shelby County,15743,12641,18845,8.1,6.5,9.7,5728,4437,7019,11.5,8.9,14.1,3609,2652,4566,9.8,7.2,12.4,66362,63934,68790,,,,,,,11
01,119.0,AL,Sumter County,4997,4128,5866,39.1,32.3,45.9,1296,1015,1577,45.5,35.6,55.4,897,694,1100,41.9,32.4,51.4,23531,21224,25838,,,,,,,11
01,121.0,AL,Talladega County,20569,18676,22462,26.2,23.8,28.6,6498,5668,7328,35.2,30.7,39.7,4039,3314,4764,29.6,24.3,34.9,33856,31308,36404,,,,,,,11
01,123.0,AL,Tallapoosa County,7725,6175,9275,18.8,15,22.6,2699,2147,3251,29.8,23.7,35.9,1776,1359,2193,27,20.7,33.3,37686,35064,40308,,,,,,,11
01,125.0,AL,Tuscaloosa County,37718,34040,41396,20.2,18.2,22.2,10967,9464,12470,26.6,23,30.2,7569,6391,8747,25.7,21.7,29.7,42086,39722,44450,,,,,,,11
01,127.0,AL,Walker County,14511,12553,16469,22.1,19.1,25.1,4354,3636,5072,29.7,24.8,34.6,2805,2246,3364,25.9,20.7,31.1,35423,33022,37824,,,,,,,11
01,129.0,AL,Washington County,3238,2536,3940,18.9,14.8,23,1171,898,1444,27.4,21,33.8,729,536,922,22.3,16.4,28.2,39203,35807,42599,,,,,,,11
01,131.0,AL,Wilcox County,4536,3680,5392,39.9,32.4,47.4,1538,1196,1880,51.2,39.8,62.6,1050,802,1298,44.8,34.2,55.4,20990,19276,22704,,,,,,,11
01,133.0,AL,Winston County,4754,3725,5783,19.8,15.5,24.1,1579,1198,1960,30.3,23,37.6,1110,831,1389,28.6,21.4,35.8,31018,28288,33748,,,,,,,11
02,0.0,AK,Alaska,76021,72599,79443,10.8,10.3,11.3,27192,25130,29254,14.7,13.6,15.8,17857,16000,19714,13.6,12.2,15,65699,64147,67251,8473.0,7472.0,9474.0,15.8,13.9,17.7,11
02,13.0,AK,Aleutians East Borough,562,453,671,17.8,14.4,21.2,63,48,78,17.5,13.3,21.7,41,30,52,16,11.8,20.2,51289,47291,55287,,,,,,,11
02,16.0,AK,Aleutians West Census Area,532,422,642,10.1,8,12.2,69,52,86,9.2,6.9,11.5,43,31,55,7.9,5.6,10.2,59362,53579,65145,,,,,,,11
02,20.0,AK,Anchorage Borough,24409,21428,27390,8.5,7.5,9.5,9122,7607,10637,12.2,10.2,14.2,6136,5021,7251,11.7,9.6,13.8,71237,68073,74401,,,,,,,11
02,50.0,AK,Bethel Census Area,4028,3361,4695,23.5,19.6,27.4,1885,1467,2303,30.3,23.6,37,1201,874,1528,27.5,20,35,43314,39954,46674,,,,,,,11
02,60.0,AK,Bristol Bay Borough,92,72,112,9.1,7.2,11,26,19,33,11.2,8.2,14.2,17,12,22,9.2,6.4,12,61905,55626,68184,,,,,,,11
02,68.0,AK,Denali Borough,107,82,132,5.8,4.4,7.2,32,23,41,7.9,5.8,10,20,14,26,6.6,4.6,8.6,68899,62469,75329,,,,,,,11
02,70.0,AK,Dillingham Census Area,1054,829,1279,21.3,16.8,25.8,438,327,549,27.4,20.4,34.4,276,195,357,24.6,17.3,31.9,46427,41723,51131,,,,,,,11
02,90.0,AK,Fairbanks North Star Borough,9045,7547,10543,9.5,7.9,11.1,2717,2108,3326,11,8.5,13.5,1729,1296,2162,10.3,7.7,12.9,64396,60499,68293,,,,,,,11
02,100.0,AK,Haines Borough,286,217,355,11.2,8.5,13.9,87,64,110,17.2,12.6,21.8,57,40,74,14.9,10.4,19.4,51350,46220,56480,,,,,,,11
02,105.0,AK,Hoonah-Angoon Census Area,390,300,480,18.5,14.2,22.8,104,76,132,24.6,18.1,31.1,69,49,89,23.2,16.5,29.9,40896,36784,45008,,,,,,,11
02,110.0,AK,Juneau Borough,2363,1809,2917,7.5,5.7,9.3,762,564,960,10.4,7.7,13.1,474,338,610,8.9,6.3,11.5,74219,68798,79640,,,,,,,11
02,122.0,AK,Kenai Peninsula Borough,5812,4734,6890,10.6,8.6,12.6,1810,1368,2252,13.9,10.5,17.3,1191,870,1512,12.6,9.2,16,60360,56570,64150,,,,,,,11
02,130.0,AK,Ketchikan Gateway Borough,1551,1258,1844,11.6,9.4,13.8,474,352,596,15.1,11.2,19,305,218,392,13.8,9.9,17.7,59092,53959,64225,,,,,,,11
02,150.0,AK,Kodiak Island Borough,1319,1079,1559,9.6,7.8,11.4,414,311,517,10.8,8.1,13.5,256,182,330,9.5,6.8,12.2,66935,61548,72322,,,,,,,11
02,164.0,AK,Lake and Peninsula Borough,272,209,335,16.4,12.6,20.2,106,77,135,22,16.1,27.9,69,48,90,20.2,14.1,26.3,47612,44403,50821,,,,,,,11
02,170.0,AK,Matanuska-Susitna Borough,10491,8795,12187,11.6,9.7,13.5,3767,2991,4543,14.7,11.7,17.7,2510,1955,3065,13.3,10.4,16.2,68999,64697,73301,,,,,,,11
