State,Name,SNAP,Year
IN,Tippecanoe County,10.4,11
IN,Vanderburgh County,11.1,11
IN,Vigo County,13.7,11
IN,Wayne County,16.2,11
IA,Black Hawk County,12.0,11
IA,Dallas County,3.2,11
IA,Dubuque County,9.0,11
IA,Johnson County,8.5,11
IA,Linn County,10.8,11
IA,Polk County,13.4,11
IA,Pottawattamie County,14.5,11
IA,Scott County,8.2,11
IA,Story County,6.1,11
IA,Woodbury County,18.2,11
KS,Butler County,10.2,11
KS,Douglas County,7.6,11
KS,Johnson County,4.2,11
KS,Leavenworth County,6.7,11
KS,Riley County,4.2,11
KS,Sedgwick County,13.1,11
KS,Shawnee County,13.7,11
KS,Wyandotte County,19.4,11
KY,Boone County,8.5,11
KY,Bullitt County,11.1,11
KY,Campbell County,9.2,11
KY,Christian County,18.2,11
KY,Daviess County,12.7,11
KY,Fayette County,10.0,11
KY,Hardin County,14.3,11
KY,Jefferson County,14.8,11
KY,Kenton County,12.8,11
KY,McCracken County,14.2,11
KY,Madison County,17.2,11
KY,Pike County,25.4,11
KY,Warren County,15.3,11
LA,Ascension Parish,9.8,11
LA,Bossier Parish,10.2,11
LA,Caddo Parish,16.2,11
LA,Calcasieu Parish,17.6,11
LA,East Baton Rouge Parish,13.8,11
LA,Iberia Parish,19.6,11
LA,Jefferson Parish,13.0,11
LA,Lafayette Parish,11.0,11
LA,Lafourche Parish,14.7,11
LA,Livingston Parish,16.6,11
LA,Orleans Parish,21.5,11
LA,Ouachita Parish,19.6,11
LA,Rapides Parish,16.6,11
LA,St. Landry Parish,21.9,11
LA,St. Tammany Parish,10.2,11
LA,Tangipahoa Parish,21.8,11
LA,Terrebonne Parish,15.7,11
ME,Androscoggin County,22.5,11
ME,Aroostook County,23.5,11
ME,Cumberland County,13.2,11
ME,Kennebec County,19.4,11
ME,Penobscot County,20.6,11
ME,York County,12.8,11
MD,Allegany County,20.7,11
MD,Anne Arundel County,6.0,11
MD,Baltimore County,9.6,11
MD,Calvert County,8.3,11
MD,Carroll County,5.2,11
MD,Cecil County,11.9,11
MD,Charles County,9.0,11
MD,Frederick County,6.6,11
MD,Harford County,7.4,11
MD,Howard County,6.2,11
MD,Montgomery County,5.0,11
MD,Prince George's County,9.3,11
MD,St. Mary's County,11.4,11
MD,Washington County,11.9,11
MD,Wicomico County,13.5,11
MD,Baltimore city,23.3,11
MA,Barnstable County,8.3,11
MA,Berkshire County,12.0,11
MA,Bristol County,15.9,11
MA,Essex County,13.1,11
MA,Franklin County,14.1,11
MA,Hampden County,22.3,11
MA,Hampshire County,9.1,11
MA,Middlesex County,7.1,11
MA,Norfolk County,6.1,11
MA,Plymouth County,10.5,11
MA,Suffolk County,19.5,11
MA,Worcester County,13.5,11
MI,Allegan County,13.5,11
MI,Bay County,18.4,11
MI,Berrien County,16.9,11
MI,Calhoun County,22.3,11
MI,Clinton County,12.1,11
MI,Eaton County,16.5,11
MI,Genesee County,23.1,11
MI,Grand Traverse County,13.9,11
MI,Ingham County,20.7,11
MI,Isabella County,25.1,11
MI,Jackson County,19.5,11
MI,Kalamazoo County,19.9,11
MI,Kent County,16.4,11
MI,Lapeer County,16.0,11
MI,Lenawee County,14.8,11
MI,Livingston County,10.3,11
MI,Macomb County,15.4,11
MI,Marquette County,14.1,11
MI,Midland County,13.9,11
MI,Monroe County,13.7,11
MI,Muskegon County,24.1,11
MI,Oakland County,11.4,11
MI,Ottawa County,11.5,11
MI,Saginaw County,19.0,11
MI,St. Clair County,18.4,11
MI,Shiawassee County,14.8,11
MI,Van Buren County,21.7,11
MI,Washtenaw County,13.3,11
MI,Wayne County,25.9,11
MN,Anoka County,7.7,11
MN,Carver County,6.3,11
MN,Dakota County,5.2,11
MN,Hennepin County,9.1,11
MN,Olmsted County,5.0,11
MN,Ramsey County,11.9,11
MN,St. Louis County,11.6,11
MN,Scott County,4.4,11
MN,Sherburne County,9.1,11
MN,Stearns County,7.1,11
MN,Washington County,3.9,11
MN,Wright County,6.3,11
MS,DeSoto County,9.8,11
MS,Forrest County,19.0,11
MS,Harrison County,15.6,11
MS,Hinds County,19.8,11
MS,Jackson County,14.4,11
MS,Jones County,13.8,11
MS,Lauderdale County,17.1,11
MS,Lee County,16.4,11
MS,Madison County,9.9,11
MS,Rankin County,6.4,11
MO,Boone County,11.7,11
MO,Buchanan County,15.1,11
MO,Cape Girardeau County,13.8,11
MO,Cass County,11.3,11
MO,Christian County,10.8,11
MO,Clay County,9.3,11
MO,Cole County,11.1,11
MO,Franklin County,10.7,11
MO,Greene County,13.2,11
MO,Jackson County,15.5,11
MO,Jasper County,16.9,11
MO,Jefferson County,11.4,11
MO,Platte County,7.4,11
MO,St. Charles County,5.3,11
MO,St. Francois County,22.4,11
MO,St. Louis County,10.3,11
MO,St. Louis city,25.3,11
MT,Cascade County,10.7,11
MT,Flathead County,9.4,11
MT,Gallatin County,2.5,11
MT,Missoula County,14.2,11
MT,Yellowstone County,12.5,11
NE,Douglas County,11.4,11
NE,Lancaster County,9.1,11
NE,Sarpy County,5.2,11
NV,Clark County,11.5,11
NV,Washoe County,8.1,11
NH,Cheshire County,9.9,11
NH,Grafton County,7.4,11
NH,Hillsborough County,8.7,11
NH,Merrimack County,8.1,11
NH,Rockingham County,5.0,11
NH,Strafford County,12.8,11
NJ,Atlantic County,11.3,11
NJ,Bergen County,4.5,11
NJ,Burlington County,5.9,11
NJ,Camden County,11.8,11
NJ,Cape May County,7.1,11
NJ,Cumberland County,15.1,11
NJ,Essex County,15.6,11
NJ,Gloucester County,6.7,11
NJ,Hudson County,12.2,11
NJ,Hunterdon County,3.2,11
NJ,Mercer County,8.3,11
NJ,Middlesex County,4.8,11
NJ,Monmouth County,4.8,11
NJ,Morris County,3.1,11
NJ,Ocean County,7.5,11
NJ,Passaic County,14.2,11
NJ,Salem County,10.2,11
NJ,Somerset County,3.0,11
NJ,Sussex County,3.4,11
NJ,Union County,6.2,11
NJ,Warren County,7.4,11
NM,Bernalillo County,15.0,11
NM,Chaves County,14.9,11
NM,Do?a Ana County,18.4,11
NM,Lea County,14.2,11
NM,McKinley County,22.3,11
NM,Otero County,17.3,11
NM,Sandoval County,12.6,11
NM,San Juan County,11.4,11
NM,Santa Fe County,9.9,11
NM,Valencia County,18.3,11
NY,Albany County,10.3,11
NY,Bronx County,38.0,11
NY,Broome County,13.5,11
NY,Cattaraugus County,17.3,11
NY,Cayuga County,12.9,11
NY,Chautauqua County,17.6,11
NY,Chemung County,15.0,11
NY,Clinton County,15.6,11
NY,Dutchess County,9.0,11
NY,Erie County,15.6,11
NY,Jefferson County,17.5,11
NY,Kings County,23.9,11
NY,Livingston County,12.6,11
NY,Madison County,9.8,11
NY,Monroe County,14.5,11
NY,Nassau County,5.2,11
NY,New York County,14.0,11
NY,Niagara County,15.8,11
NY,Oneida County,16.9,11
NY,Onondaga County,13.3,11
NY,Ontario County,9.6,11
NY,Orange County,10.7,11
NY,Oswego County,15.6,11
NY,Putnam County,4.2,11
NY,Queens County,14.4,11
NY,Rensselaer County,11.9,11
NY,Richmond County,11.6,11
NY,Rockland County,9.5,11
NY,St. Lawrence County,16.8,11
NY,Saratoga County,5.7,11
NY,Schenectady County,11.8,11
NY,Steuben County,13.7,11
NY,Suffolk County,6.0,11
NY,Sullivan County,14.7,11
NY,Tompkins County,9.6,11
NY,Ulster County,13.9,11
NY,Warren County,12.2,11
NY,Wayne County,13.1,11
NY,Westchester County,8.9,11
NC,Alamance County,17.3,11
NC,Brunswick County,18.9,11
NC,Buncombe County,13.7,11
NC,Burke County,17.1,11
NC,Cabarrus County,14.4,11
NC,Caldwell County,16.3,11
NC,Carteret County,18.2,11
NC,Catawba County,14.9,11
NC,Cleveland County,18.4,11
NC,Craven County,12.3,11
NC,Cumberland County,15.9,11
NC,Davidson County,16.4,11
NC,Durham County,13.5,11
NC,Forsyth County,9.6,11
NC,Gaston County,16.5,11
NC,Guilford County,14.4,11
NC,Harnett County,15.9,11
NC,Henderson County,7.9,11
NC,Iredell County,11.9,11
NC,Johnston County,15.3,11
NC,Lincoln County,10.2,11
NC,Mecklenburg County,13.8,11
NC,Moore County,7.7,11
NC,Nash County,20.3,11
NC,New Hanover County,14.1,11
NC,Onslow County,9.6,11
NC,Orange County,8.9,11
NC,Pitt County,17.5,11
NC,Randolph County,12.5,11
NC,Robeson County,32.5,11
NC,Rockingham County,14.1,11
NC,Rowan County,16.9,11
NC,Rutherford County,19.6,11
NC,Surry County,19.4,11
NC,Union County,8.4,11
NC,Wake County,7.3,11
NC,Wayne County,19.4,11
NC,Wilkes County,22.6,11
NC,Wilson County,20.8,11
ND,Burleigh County,5.5,11
ND,Cass County,8.0,11
ND,Grand Forks County,9.1,11
OH,Allen County,18.0,11
OH,Ashtabula County,20.8,11
OH,Belmont County,14.3,11
OH,Butler County,12.1,11
OH,Clark County,20.9,11
OH,Clermont County,9.4,11
OH,Columbiana County,15.0,11
OH,Cuyahoga County,17.5,11
OH,Delaware County,5.6,11
OH,Erie County,16.1,11
OH,Fairfield County,13.4,11
OH,Franklin County,15.2,11
OH,Geauga County,6.7,11
OH,Greene County,13.2,11
OH,Hamilton County,16.2,11
OH,Hancock County,11.3,11
OH,Jefferson County,15.4,11
OH,Lake County,8.2,11
OH,Licking County,15.5,11
OH,Lorain County,14.7,11
OH,Lucas County,22.8,11
OH,Mahoning County,18.7,11
OH,Marion County,18.6,11
OH,Medina County,7.3,11
OH,Miami County,10.9,11
OH,Montgomery County,15.5,11
OH,Muskingum County,21.3,11
OH,Portage County,13.4,11
OH,Richland County,17.6,11
OH,Ross County,19.4,11
OH,Scioto County,27.5,11
OH,Stark County,16.0,11
OH,Summit County,14.8,11
OH,Trumbull County,13.5,11
OH,Tuscarawas County,13.1,11
OH,Warren County,5.0,11
OH,Wayne County,12.3,11
OH,Wood County,9.2,11
OK,Canadian County,9.4,11
OK,Cleveland County,9.0,11
OK,Comanche County,15.2,11
OK,Creek County,12.3,11
OK,Muskogee County,24.5,11
OK,Oklahoma County,15.4,11
OK,Payne County,11.5,11
OK,Pottawatomie County,16.5,11
OK,Rogers County,9.6,11
OK,Tulsa County,12.8,11
OK,Wagoner County,11.8,11
OR,Benton County,12.8,11
OR,Clackamas County,13.6,11
OR,Deschutes County,19.5,11
OR,Douglas County,19.8,11
OR,Jackson County,22.9,11
OR,Josephine County,21.1,11
OR,Klamath County,23.7,11
OR,Lane County,23.8,11
OR,Linn County,19.5,11
OR,Marion County,23.4,11
OR,Multnomah County,20.1,11
OR,Polk County,16.3,11
OR,Umatilla County,20.9,11
OR,Washington County,12.8,11
OR,Yamhill County,20.1,11
PA,Adams County,7.4,11
PA,Allegheny County,12.6,11
PA,Armstrong County,15.6,11
PA,Beaver County,14.8,11
PA,Berks County,12.9,11
PA,Blair County,14.4,11
PA,Bucks County,5.2,11
PA,Butler County,9.4,11
PA,Cambria County,17.1,11
PA,Carbon County,10.8,11
PA,Centre County,5.6,11
PA,Chester County,4.4,11
PA,Clearfield County,15.6,11
PA,Columbia County,12.1,11
PA,Crawford County,16.4,11
PA,Cumberland County,5.0,11
PA,Dauphin County,11.3,11
PA,Delaware County,9.9,11
PA,Erie County,18.2,11
PA,Fayette County,21.4,11
PA,Franklin County,8.9,11
PA,Indiana County,10.8,11
PA,Lackawanna County,13.3,11
PA,Lancaster County,9.3,11
PA,Lawrence County,17.0,11
PA,Lebanon County,9.2,11
PA,Lehigh County,12.9,11
PA,Luzerne County,15.8,11
PA,Lycoming County,12.5,11
PA,Mercer County,17.4,11
PA,Monroe County,15.2,11
PA,Montgomery County,5.1,11
PA,Northampton County,9.0,11
PA,Northumberland County,12.2,11
PA,Philadelphia County,25.1,11
PA,Schuylkill County,12.3,11
PA,Somerset County,13.4,11
PA,Washington County,9.8,11
PA,Westmoreland County,12.5,11
PA,York County,10.8,11
RI,Kent County,8.0,11
RI,Newport County,8.0,11
RI,Providence County,19.7,11
RI,Washington County,5.5,11
SC,Aiken County,15.2,11
SC,Anderson County,13.2,11
SC,Beaufort County,10.5,11
SC,Berkeley County,14.1,11
SC,Charleston County,11.8,11
SC,Darlington County,22.6,11
SC,Dorchester County,12.6,11
SC,Florence County,20.8,11
SC,Greenville County,12.2,11
SC,Greenwood County,20.9,11
SC,Horry County,11.6,11
SC,Lancaster County,14.5,11
SC,Laurens County,13.8,11
SC,Lexington County,13.3,11
SC,Oconee County,13.9,11
SC,Orangeburg County,19.5,11
SC,Pickens County,14.6,11
SC,Richland County,15.7,11
SC,Spartanburg County,15.0,11
SC,Sumter County,19.2,11
SC,York County,14.9,11
SD,Minnehaha County,8.8,11
SD,Pennington County,11.8,11
TN,Anderson County,13.9,11
TN,Blount County,14.7,11
TN,Bradley County,19.6,11
TN,Davidson County,15.8,11
TN,Greene County,21.2,11
TN,Hamilton County,17.5,11
TN,Knox County,12.2,11
TN,Madison County,19.7,11
TN,Maury County,19.3,11
TN,Montgomery County,16.8,11
TN,Putnam County,17.1,11
TN,Robertson County,14.9,11
TN,Rutherford County,10.6,11
TN,Sevier County,17.9,11
TN,Shelby County,20.8,11
AL,Baldwin County,8.5,11
AL,Calhoun County,22.2,11
AL,Cullman County,17.7,11
AL,DeKalb County,16.7,11
AL,Elmore County,10.8,11
AL,Etowah County,17.2,11
AL,Houston County,14.3,11
AL,Jefferson County,16.0,11
AL,Lauderdale County,13.1,11
AL,Lee County,12.0,11
AL,Limestone County,12.3,11
AL,Madison County,12.4,11
AL,Marshall County,16.6,11
AL,Mobile County,18.4,11
AL,Montgomery County,19.7,11
AL,Morgan County,13.4,11
AL,St. Clair County,17.2,11
AL,Shelby County,7.4,11
AL,Talladega County,26.1,11
AL,Tuscaloosa County,13.6,11
AL,Walker County,23.1,11
AK,Anchorage Municipality,8.6,11
AK,Fairbanks North Star Borough,7.2,11
AK,Matanuska-Susitna Borough,10.0,11
AZ,Apache County,25.3,11
AZ,Cochise County,17.1,11
AZ,Coconino County,16.8,11
AZ,Maricopa County,11.9,11
AZ,Mohave County,17.8,11
AZ,Navajo County,24.7,11
AZ,Pima County,15.6,11
AZ,Pinal County,12.5,11
AZ,Yavapai County,13.9,11
AZ,Yuma County,20.4,11
AR,Benton County,10.6,11
AR,Craighead County,15.8,11
AR,Faulkner County,11.5,11
AR,Garland County,11.6,11
AR,Jefferson County,19.0,11
AR,Lonoke County,10.9,11
AR,Pulaski County,13.7,11
AR,Saline County,12.5,11
AR,Sebastian County,15.2,11
AR,Washington County,11.4,11
AR,White County,12.8,11
CA,Alameda County,7.0,11
CA,Butte County,10.9,11
CA,Contra Costa County,6.0,11
CA,El Dorado County,3.9,11
CA,Fresno County,17.7,11
CA,Humboldt County,7.3,11
CA,Imperial County,16.8,11
CA,Kern County,15.3,11
CA,Kings County,15.8,11
CA,Lake County,16.6,11
CA,Los Angeles County,7.9,11
CA,Madera County,14.7,11
CA,Marin County,3.3,11
CA,Mendocino County,10.3,11
CA,Merced County,17.6,11
CA,Monterey County,7.8,11
CA,Napa County,6.1,11
CA,Nevada County,4.7,11
CA,Orange County,5.3,11
CA,Placer County,3.7,11
CA,Riverside County,10.1,11
CA,Sacramento County,11.7,11
CA,San Bernardino County,12.9,11
CA,San Diego County,5.7,11
CA,San Francisco County,4.7,11
CA,San Joaquin County,13.2,11
CA,San Luis Obispo County,5.2,11
CA,San Mateo County,2.4,11
CA,Santa Barbara County,6.8,11
CA,Santa Clara County,5.0,11
CA,Santa Cruz County,7.3,11
CA,Shasta County,11.6,11
CA,Solano County,9.4,11
CA,Sonoma County,5.4,11
CA,Stanislaus County,14.7,11
CA,Sutter County,12.4,11
CA,Tulare County,22.7,11
CA,Ventura County,6.3,11
CA,Yolo County,8.7,11
CA,Yuba County,16.2,11
CO,Adams County,10.8,11
CO,Arapahoe County,7.8,11
CO,Boulder County,5.5,11
CO,Denver County,10.2,11
CO,Douglas County,3.1,11
CO,El Paso County,9.2,11
CO,Jefferson County,5.5,11
CO,Larimer County,6.8,11
CO,Mesa County,9.2,11
CO,Pueblo County,17.3,11
CO,Weld County,8.9,11
CT,Fairfield County,8.6,11
CT,Hartford County,13.4,11
CT,Litchfield County,6.7,11
CT,Middlesex County,5.4,11
CT,New Haven County,13.8,11
CT,New London County,11.9,11
CT,Tolland County,6.4,11
CT,Windham County,16.0,11
DE,Kent County,16.2,11
DE,New Castle County,10.5,11
DE,Sussex County,12.6,11
DC,District of Columbia,14.4,11
FL,Alachua County,10.9,11
FL,Bay County,12.9,11
FL,Brevard County,12.1,11
FL,Broward County,13.2,11
FL,Charlotte County,10.2,11
FL,Citrus County,14.9,11
FL,Clay County,9.3,11
FL,Collier County,8.2,11
FL,Columbia County,21.2,11
FL,Duval County,15.7,11
FL,Escambia County,15.2,11
FL,Flagler County,10.3,11
FL,Hernando County,15.4,11
FL,Highlands County,17.7,11
FL,Hillsborough County,16.1,11
FL,Indian River County,13.1,11
FL,Lake County,12.7,11
FL,Lee County,10.8,11
FL,Leon County,12.9,11
FL,Manatee County,10.6,11
FL,Marion County,18.5,11
FL,Martin County,7.0,11
FL,Miami-Dade County,23.8,11
FL,Monroe County,7.7,11
FL,Nassau County,8.3,11
FL,Okaloosa County,12.1,11
FL,Orange County,13.8,11
FL,Osceola County,18.7,11
FL,Palm Beach County,9.1,11
FL,Pasco County,13.7,11
FL,Pinellas County,12.1,11
FL,Polk County,14.9,11
FL,Putnam County,21.1,11
FL,St. Johns County,7.1,11
FL,St. Lucie County,13.8,11
FL,Santa Rosa County,12.3,11
FL,Sarasota County,7.8,11
FL,Seminole County,7.3,11
TN,Sullivan County,16.2,11
TN,Sumner County,13.0,11
TN,Washington County,15.0,11
TN,Williamson County,4.7,11
TN,Wilson County,12.5,11
TX,Angelina County,18.8,11
TX,Bastrop County,9.5,11
TX,Bell County,12.6,11
TX,Bexar County,15.4,11
TX,Bowie County,17.1,11
TX,Brazoria County,11.6,11
TX,Brazos County,11.8,11
TX,Cameron County,27.7,11
TX,Collin County,4.4,11
TX,Comal County,9.0,11
TX,Coryell County,10.4,11
TX,Dallas County,12.7,11
TX,Denton County,5.4,11
TX,Ector County,15.8,11
TX,Ellis County,13.1,11
TX,El Paso County,23.6,11
TX,Fort Bend County,6.7,11
TX,Galveston County,10.7,11
TX,Grayson County,14.9,11
TX,Gregg County,12.0,11
TX,Guadalupe County,12.3,11
TX,Harris County,12.9,11
TX,Harrison County,14.3,11
TX,Hays County,10.5,11
TX,Henderson County,14.7,11
TX,Hidalgo County,34.7,11
TX,Hunt County,10.1,11
TX,Jefferson County,20.0,11
TX,Johnson County,15.8,11
TX,Kaufman County,13.5,11
TX,Liberty County,18.1,11
TX,Lubbock County,13.6,11
TX,McLennan County,14.4,11
TX,Midland County,8.0,11
TX,Montgomery County,9.5,11
TX,Nacogdoches County,12.4,11
TX,Nueces County,20.1,11
TX,Orange County,16.5,11
TX,Parker County,8.6,11
TX,Potter County,18.2,11
TX,Randall County,8.2,11
TX,Rockwall County,4.1,11
TX,San Patricio County,13.0,11
TX,Smith County,11.1,11
TX,Tarrant County,11.2,11
TX,Taylor County,11.8,11
TX,Tom Green County,13.9,11
TX,Travis County,10.7,11
TX,Victoria County,13.7,11
TX,Walker County,11.3,11
TX,Webb County,30.6,11
TX,Wichita County,11.7,11
TX,Williamson County,5.9,11
UT,Cache County,8.7,11
UT,Davis County,8.4,11
UT,Salt Lake County,10.0,11
UT,Utah County,9.2,11
UT,Washington County,12.4,11
UT,Weber County,12.8,11
VT,Chittenden County,10.7,11
VA,Albemarle County,5.2,11
VA,Arlington County,3.1,11
VA,Augusta County,9.4,11
VA,Bedford County,10.8,11
VA,Chesterfield County,7.7,11
VA,Fairfax County,4.0,11
VA,Fauquier County,3.1,11
VA,Frederick County,7.5,11
VA,Hanover County,4.7,11
VA,Henrico County,7.8,11
VA,James City County,2.1,11
VA,Loudoun County,2.2,11
VA,Montgomery County,6.8,11
VA,Prince William County,6.3,11
VA,Roanoke County,7.2,11
VA,Rockingham County,7.3,11
VA,Spotsylvania County,8.2,11
VA,Stafford County,5.2,11
VA,York County,3.2,11
VA,Alexandria city,3.6,11
VA,Chesapeake city,9.3,11
VA,Hampton city,12.5,11
VA,Lynchburg city,12.7,11
VA,Newport News city,15.5,11
VA,Norfolk city,16.1,11
VA,Portsmouth city,15.8,11
VA,Richmond city,18.3,11
VA,Roanoke city,19.6,11
VA,Suffolk city,14.7,11
VA,Virginia Beach city,6.2,11
WA,Benton County,14.0,11
WA,Chelan County,9.6,11
WA,Clallam County,14.3,11
WA,Clark County,16.5,11
WA,Cowlitz County,28.3,11
WA,Franklin County,21.5,11
WA,Grant County,24.3,11
WA,Grays Harbor County,19.7,11
WA,Island County,11.4,11
WA,King County,11.4,11
WA,Kitsap County,12.4,11
WA,Lewis County,23.9,11
WA,Pierce County,15.2,11
WA,Skagit County,16.8,11
WA,Snohomish County,13.2,11
WA,Spokane County,17.7,11
WA,Thurston County,11.4,11
WA,Whatcom County,13.4,11
WA,Yakima County,23.1,11
WV,Berkeley County,13.1,11
WV,Cabell County,20.2,11
WV,Harrison County,12.8,11
WV,Kanawha County,14.6,11
WV,Monongalia County,6.2,11
WV,Raleigh County,18.5,11
WV,Wood County,17.0,11
WI,Brown County,11.0,11
WI,Dane County,9.6,11
WI,Dodge County,8.7,11
WI,Eau Claire County,12.3,11
WI,Fond du Lac County,11.9,11
WI,Jefferson County,11.7,11
WI,Kenosha County,16.8,11
WI,La Crosse County,10.9,11
WI,Manitowoc County,9.0,11
WI,Marathon County,9.9,11
WI,Milwaukee County,21.9,11
WI,Outagamie County,7.4,11
WI,Ozaukee County,5.4,11
WI,Portage County,12.1,11
WI,Racine County,16.2,11
WI,Rock County,17.5,11
WI,St. Croix County,6.4,11
WI,Sheboygan County,13.4,11
WI,Walworth County,8.9,11
WI,Washington County,8.1,11
WI,Waukesha County,5.8,11
WI,Winnebago County,10.3,11
WI,Wood County,13.8,11
WY,Laramie County,6.6,11
WY,Natrona County,6.1,11
PRIC,Arecibo Municipio,44.4,11
PRIC,Caguas Municipio,33.4,11
PRIC,Carolina Municipio,29.4,11
PRIC,Guaynabo Municipio,18.1,11
PRIC,Ponce Municipio,46.6,11
PRIC,San Juan Municipio,27.9,11
PRIC,Toa Alta Municipio,29.1,11
PRIC,Toa Baja Municipio,32.0,11
PRIC,Trujillo Alto Municipio,24.8,11
PRIC,Bayamón Municipio,29.0,11
PRIC,Mayagüez Municipio,38.7,11
AL,Baldwin County,10.2,12
AL,Calhoun County,22.3,12
AL,Cullman County,14.7,12
AL,DeKalb County,12.2,12
AL,Elmore County,12.5,12
AL,Etowah County,17.9,12
AL,Houston County,14.8,12
AL,Jefferson County,15.8,12
AL,Lauderdale County,15.2,12
AL,Lee County,9.9,12
AL,Limestone County,16.3,12
AL,Madison County,12.4,12
AL,Marshall County,17.9,12
AL,Mobile County,21.6,12
AL,Montgomery County,21.0,12
AL,Morgan County,17.2,12
AL,St. Clair County,14.7,12
AL,Shelby County,7.8,12
AL,Talladega County,23.0,12
AL,Tuscaloosa County,12.2,12
AL,Walker County,23.7,12
AK,Anchorage Municipality,9.9,12
AK,Fairbanks North Star Borough,6.9,12
AK,Matanuska-Susitna Borough,11.8,12
AZ,Apache County,27.8,12
AZ,Cochise County,16.3,12
AZ,Coconino County,14.1,12
AZ,Maricopa County,12.7,12
AZ,Mohave County,20.0,12
AZ,Navajo County,27.9,12
AZ,Pima County,16.0,12
AZ,Pinal County,12.5,12
AZ,Yavapai County,14.2,12
AZ,Yuma County,21.9,12
AR,Benton County,8.4,12
AR,Craighead County,16.1,12
AR,Faulkner County,10.0,12
AR,Garland County,12.4,12
AR,Jefferson County,20.4,12
AR,Lonoke County,13.0,12
AR,Pulaski County,15.7,12
AR,Saline County,11.1,12
AR,Sebastian County,15.5,12
AR,Washington County,11.3,12
AR,White County,14.3,12
CA,Alameda County,7.5,12
CA,Butte County,11.2,12
CA,Contra Costa County,6.0,12
CA,El Dorado County,6.0,12
CA,Fresno County,20.2,12
CA,Humboldt County,9.0,12
CA,Imperial County,20.9,12
CA,Kern County,15.3,12
CA,Kings County,16.7,12
CA,Lake County,12.7,12
CA,Los Angeles County,8.6,12
CA,Madera County,16.3,12
CA,Marin County,3.9,12
CA,Mendocino County,12.4,12
CA,Merced County,19.6,12
CA,Monterey County,8.8,12
CA,Napa County,5.9,12
CA,Nevada County,5.9,12
CA,Orange County,6.1,12
CA,Placer County,5.8,12
CA,Riverside County,10.5,12
CA,Sacramento County,11.9,12
CA,San Bernardino County,14.7,12
CA,San Diego County,6.4,12
CA,San Francisco County,5.1,12
CA,San Joaquin County,13.5,12
CA,San Luis Obispo County,5.5,12
CA,San Mateo County,3.8,12
CA,Santa Barbara County,6.8,12
CA,Santa Clara County,5.4,12
CA,Santa Cruz County,7.9,12
CA,Shasta County,9.2,12
CA,Solano County,8.9,12
CA,Sonoma County,7.5,12
CA,Stanislaus County,16.7,12
CA,Sutter County,11.4,12
CA,Tulare County,21.5,12
CA,Ventura County,7.5,12
CA,Yolo County,10.0,12
CA,Yuba County,16.4,12
CO,Adams County,11.8,12
CO,Arapahoe County,8.8,12
CO,Boulder County,5.4,12
CO,Denver County,11.8,12
CO,Douglas County,2.8,12
CO,El Paso County,8.8,12
CO,Jefferson County,6.6,12
CO,Larimer County,7.4,12
CO,Mesa County,12.5,12
CO,Pueblo County,19.2,12
CO,Weld County,10.8,12
CT,Fairfield County,9.2,12
CT,Hartford County,14.7,12
CT,Litchfield County,6.9,12
CT,Middlesex County,5.5,12
CT,New Haven County,15.0,12
CT,New London County,12.2,12
CT,Tolland County,4.5,12
CT,Windham County,17.1,12
DE,Kent County,17.3,12
DE,New Castle County,13.1,12
DE,Sussex County,14.7,12
DC,District of Columbia,15.4,12
FL,Alachua County,12.0,12
FL,Bay County,16.0,12
FL,Brevard County,12.2,12
FL,Broward County,12.9,12
FL,Charlotte County,11.0,12
FL,Citrus County,13.0,12
FL,Clay County,13.0,12
FL,Collier County,11.8,12
FL,Columbia County,20.0,12
FL,Duval County,16.8,12
FL,Escambia County,17.7,12
FL,Flagler County,10.2,12
FL,Hernando County,15.7,12
FL,Highlands County,13.7,12
FL,Hillsborough County,17.0,12
FL,Indian River County,12.7,12
FL,Lake County,14.3,12
FL,Lee County,13.2,12
FL,Leon County,13.8,12
FL,Manatee County,10.7,12
FL,Marion County,16.4,12
FL,Martin County,10.6,12
FL,Miami-Dade County,25.5,12
FL,Monroe County,6.8,12
FL,Nassau County,12.6,12
FL,Okaloosa County,11.6,12
FL,Orange County,14.5,12
FL,Osceola County,24.1,12
FL,Palm Beach County,10.5,12
FL,Pasco County,14.0,12
FL,Pinellas County,12.3,12
FL,Polk County,17.7,12
FL,Putnam County,23.4,12
FL,St. Johns County,8.5,12
FL,St. Lucie County,13.0,12
FL,Santa Rosa County,9.6,12
FL,Sarasota County,8.7,12
FL,Seminole County,8.8,12
FL,Sumter County,7.0,12
FL,Volusia County,16.0,12
GA,Barrow County,16.0,12
GA,Bartow County,13.9,12
GA,Bibb County,24.4,12
GA,Bulloch County,15.0,12
GA,Carroll County,20.6,12
GA,Catoosa County,13.8,12
GA,Chatham County,10.6,12
GA,Cherokee County,7.4,12
GA,Clarke County,17.5,12
GA,Clayton County,26.2,12
GA,Cobb County,9.2,12
GA,Columbia County,8.7,12
GA,Coweta County,11.7,12
GA,DeKalb County,17.2,12
GA,Dougherty County,28.0,12
GA,Douglas County,17.2,12
GA,Fayette County,5.4,12
GA,Floyd County,20.4,12
GA,Forsyth County,4.9,12
GA,Fulton County,13.9,12
GA,Glynn County,17.0,12
GA,Gwinnett County,13.6,12
GA,Hall County,19.0,12
GA,Henry County,13.1,12
GA,Houston County,14.8,12
GA,Liberty County,12.7,12
GA,Lowndes County,20.3,12
