State,Name,SNAP,Year
CT,Middlesex County,8.7,17
CT,New Haven County,15.8,17
CT,New London County,10.4,17
CT,Tolland County,7.0,17
CT,Windham County,14.4,17
DE,Kent County,16.5,17
DE,New Castle County,8.5,17
DE,Sussex County,10.4,17
DC,District of Columbia,13.2,17
FL,Alachua County,10.2,17
FL,Bay County,12.8,17
FL,Brevard County,9.8,17
FL,Broward County,12.6,17
FL,Charlotte County,8.9,17
FL,Citrus County,10.6,17
FL,Clay County,10.3,17
FL,Collier County,7.4,17
FL,Columbia County,16.2,17
FL,Duval County,15.5,17
FL,Escambia County,15.1,17
FL,Flagler County,9.7,17
FL,Hernando County,13.3,17
FL,Highlands County,15.9,17
FL,Hillsborough County,13.9,17
FL,Indian River County,9.0,17
FL,Lake County,11.8,17
FL,Lee County,9.3,17
FL,Leon County,10.0,17
FL,Manatee County,9.1,17
FL,Marion County,14.7,17
FL,Martin County,7.0,17
FL,Miami-Dade County,25.7,17
FL,Monroe County,5.6,17
FL,Nassau County,11.0,17
FL,Okaloosa County,9.0,17
FL,Orange County,15.2,17
FL,Osceola County,21.9,17
FL,Palm Beach County,9.9,17
FL,Pasco County,13.2,17
FL,Pinellas County,10.1,17
FL,Polk County,15.4,17
FL,Putnam County,20.7,17
FL,St. Johns County,6.8,17
FL,St. Lucie County,12.4,17
FL,Santa Rosa County,8.4,17
FL,Sarasota County,6.2,17
FL,Seminole County,7.7,17
FL,Sumter County,4.9,17
FL,Volusia County,13.3,17
FL,Walton County,13.4,17
GA,Barrow County,14.0,17
GA,Bartow County,11.4,17
GA,Bibb County,17.9,17
GA,Bulloch County,16.5,17
GA,Carroll County,13.9,17
GA,Catoosa County,9.4,17
GA,Chatham County,13.3,17
GA,Cherokee County,3.3,17
GA,Clarke County,10.4,17
GA,Clayton County,22.8,17
GA,Cobb County,6.3,17
GA,Columbia County,3.5,17
GA,Coweta County,9.0,17
GA,DeKalb County,13.2,17
GA,Dougherty County,29.1,17
GA,Douglas County,11.0,17
GA,Fayette County,3.6,17
GA,Floyd County,16.4,17
GA,Forsyth County,4.6,17
GA,Fulton County,11.5,17
GA,Glynn County,12.1,17
GA,Gwinnett County,6.8,17
GA,Hall County,8.8,17
GA,Henry County,10.1,17
GA,Houston County,12.3,17
GA,Jackson County,10.7,17
GA,Lowndes County,21.4,17
GA,Muscogee County,18.8,17
GA,Newton County,15.6,17
GA,Paulding County,5.7,17
GA,Richmond County,19.0,17
GA,Rockdale County,14.7,17
GA,Spalding County,17.2,17
GA,Troup County,20.0,17
GA,Walker County,12.9,17
GA,Walton County,11.4,17
GA,Whitfield County,10.4,17
HI,Hawaii County,20.2,17
HI,Honolulu County,9.2,17
HI,Kauai County,8.1,17
HI,Maui County,7.9,17
ID,Ada County,7.8,17
ID,Bannock County,13.2,17
ID,Bonneville County,12.1,17
ID,Canyon County,15.7,17
ID,Kootenai County,7.8,17
ID,Twin Falls County,8.9,17
IL,Adams County,14.2,17
IL,Champaign County,10.4,17
IL,Cook County,14.8,17
IL,DeKalb County,11.7,17
IL,DuPage County,5.8,17
IL,Kane County,11.4,17
IL,Kankakee County,18.6,17
IL,Kendall County,10.0,17
IL,Lake County,8.0,17
IL,LaSalle County,12.2,17
IL,McHenry County,7.0,17
IL,McLean County,9.2,17
IL,Macon County,19.0,17
IL,Madison County,13.3,17
IL,Peoria County,14.9,17
IL,Rock Island County,15.1,17
IL,St. Clair County,15.1,17
IL,Sangamon County,12.5,17
IL,Tazewell County,8.9,17
IL,Vermilion County,17.3,17
IL,Will County,8.3,17
IL,Williamson County,13.8,17
IL,Winnebago County,18.9,17
IN,Allen County,10.0,17
IN,Bartholomew County,8.8,17
IN,Boone County,4.3,17
IN,Clark County,7.0,17
IN,Delaware County,13.5,17
IN,Elkhart County,6.8,17
IN,Floyd County,7.7,17
IN,Grant County,16.7,17
IN,Hamilton County,1.4,17
IN,Hancock County,2.5,17
IN,Hendricks County,2.6,17
IN,Howard County,9.6,17
IN,Johnson County,4.9,17
IN,Kosciusko County,8.9,17
IN,Lake County,11.8,17
IN,LaPorte County,10.8,17
IN,Madison County,15.5,17
IN,Marion County,12.2,17
IN,Monroe County,8.2,17
IN,Morgan County,8.9,17
IN,Porter County,7.5,17
IN,St. Joseph County,10.2,17
IN,Tippecanoe County,6.3,17
IN,Vanderburgh County,10.4,17
IN,Vigo County,16.3,17
IN,Wayne County,11.7,17
IA,Black Hawk County,14.2,17
IA,Dallas County,4.6,17
IA,Dubuque County,9.9,17
IA,Johnson County,4.9,17
IA,Linn County,9.2,17
IA,Polk County,10.6,17
IA,Pottawattamie County,11.8,17
IA,Scott County,8.5,17
IA,Story County,4.1,17
IA,Woodbury County,13.4,17
KS,Butler County,9.0,17
KS,Douglas County,8.8,17
KS,Johnson County,2.7,17
KS,Leavenworth County,5.9,17
KS,Riley County,4.7,17
KS,Sedgwick County,11.1,17
KS,Shawnee County,7.4,17
KS,Wyandotte County,13.4,17
KY,Boone County,7.2,17
KY,Bullitt County,4.4,17
KY,Campbell County,5.4,17
KY,Christian County,16.6,17
KY,Daviess County,10.5,17
KY,Fayette County,9.8,17
KY,Hardin County,11.2,17
KY,Jefferson County,12.1,17
KY,Kenton County,9.6,17
KY,McCracken County,10.7,17
KY,Madison County,13.4,17
KY,Oldham County,2.7,17
KY,Warren County,11.2,17
LA,Ascension Parish,14.6,17
LA,Bossier Parish,10.1,17
LA,Caddo Parish,19.1,17
LA,Calcasieu Parish,11.7,17
LA,East Baton Rouge Parish,16.3,17
LA,Iberia Parish,24.4,17
LA,Jefferson Parish,13.8,17
LA,Lafayette Parish,13.1,17
LA,Lafourche Parish,14.0,17
LA,Livingston Parish,18.0,17
LA,Orleans Parish,19.1,17
LA,Ouachita Parish,15.8,17
LA,Rapides Parish,16.9,17
LA,St. Landry Parish,14.0,17
LA,St. Tammany Parish,7.6,17
LA,Tangipahoa Parish,22.7,17
LA,Terrebonne Parish,19.4,17
ME,Androscoggin County,17.2,17
ME,Aroostook County,19.6,17
ME,Cumberland County,7.9,17
ME,Kennebec County,16.1,17
ME,Penobscot County,15.2,17
ME,York County,8.2,17
MD,Allegany County,21.8,17
MD,Anne Arundel County,6.3,17
MD,Baltimore County,9.5,17
MD,Calvert County,6.9,17
MD,Carroll County,6.6,17
MD,Cecil County,12.4,17
MD,Charles County,8.2,17
MD,Frederick County,5.9,17
MD,Harford County,7.9,17
MD,Howard County,5.0,17
MD,Montgomery County,6.2,17
MD,Prince George's County,8.6,17
MD,St. Mary's County,10.1,17
MD,Washington County,16.4,17
MD,Wicomico County,19.4,17
MD,Baltimore city,24.5,17
MA,Barnstable County,5.7,17
MA,Berkshire County,16.0,17
MA,Bristol County,14.3,17
MA,Essex County,13.6,17
MA,Franklin County,12.1,17
MA,Hampden County,24.2,17
MA,Hampshire County,7.3,17
MA,Middlesex County,6.8,17
MA,Norfolk County,6.7,17
MA,Plymouth County,10.0,17
MA,Suffolk County,17.8,17
MA,Worcester County,11.7,17
MI,Allegan County,7.0,17
MI,Bay County,17.0,17
MI,Berrien County,15.7,17
MI,Calhoun County,18.4,17
MI,Clinton County,7.9,17
MI,Eaton County,8.6,17
MI,Genesee County,17.5,17
MI,Grand Traverse County,8.3,17
MI,Ingham County,13.9,17
MI,Isabella County,10.7,17
MI,Jackson County,11.0,17
MI,Kalamazoo County,10.8,17
MI,Kent County,9.5,17
MI,Lapeer County,11.2,17
MI,Lenawee County,8.8,17
MI,Livingston County,4.8,17
MI,Macomb County,10.8,17
MI,Marquette County,10.3,17
MI,Midland County,10.8,17
MI,Monroe County,13.4,17
MI,Muskegon County,16.4,17
MI,Oakland County,7.1,17
MI,Ottawa County,4.7,17
MI,Saginaw County,18.5,17
MI,St. Clair County,12.1,17
MI,Shiawassee County,13.9,17
MI,Van Buren County,14.5,17
MI,Washtenaw County,7.2,17
MI,Wayne County,22.6,17
MN,Anoka County,5.9,17
MN,Blue Earth County,7.2,17
MN,Carver County,1.9,17
MN,Dakota County,5.7,17
MN,Hennepin County,8.4,17
MN,Olmsted County,8.1,17
MN,Ramsey County,12.0,17
MN,Rice County,7.6,17
MN,St. Louis County,11.9,17
MN,Scott County,3.5,17
MN,Sherburne County,1.9,17
MN,Stearns County,8.9,17
MN,Washington County,3.8,17
MN,Wright County,3.5,17
MS,DeSoto County,6.4,17
MS,Forrest County,14.9,17
MS,Harrison County,16.7,17
MS,Hinds County,17.7,17
MS,Jackson County,11.8,17
MS,Jones County,19.0,17
MS,Lauderdale County,14.2,17
MS,Lee County,11.1,17
MS,Madison County,5.7,17
MS,Rankin County,5.5,17
MO,Boone County,8.6,17
MO,Buchanan County,11.2,17
MO,Cape Girardeau County,9.8,17
MO,Cass County,8.2,17
MO,Christian County,6.7,17
MO,Clay County,6.1,17
MO,Cole County,9.8,17
MO,Franklin County,8.5,17
MO,Greene County,12.3,17
MO,Jackson County,10.2,17
MO,Jasper County,12.7,17
MO,Jefferson County,10.6,17
MO,Platte County,4.4,17
MO,St. Charles County,3.2,17
MO,St. Francois County,17.7,17
MO,St. Louis County,8.8,17
MO,St. Louis city,20.9,17
MT,Cascade County,9.6,17
MT,Flathead County,8.6,17
MT,Gallatin County,3.8,17
MT,Lewis and Clark County,7.7,17
MT,Missoula County,10.1,17
MT,Yellowstone County,8.3,17
NE,Douglas County,10.1,17
NE,Lancaster County,6.9,17
NE,Sarpy County,5.1,17
NV,Clark County,13.1,17
NV,Washoe County,9.9,17
NH,Cheshire County,6.8,17
NH,Grafton County,6.9,17
NH,Hillsborough County,7.5,17
NH,Merrimack County,9.5,17
NH,Rockingham County,4.1,17
NH,Strafford County,7.7,17
NJ,Atlantic County,15.1,17
NJ,Bergen County,4.8,17
NJ,Burlington County,6.0,17
NJ,Camden County,11.5,17
NJ,Cape May County,7.1,17
NJ,Cumberland County,16.7,17
NJ,Essex County,14.4,17
NJ,Gloucester County,7.5,17
NJ,Hudson County,14.2,17
NJ,Hunterdon County,2.7,17
NJ,Mercer County,10.3,17
NJ,Middlesex County,6.8,17
NJ,Monmouth County,5.9,17
NJ,Morris County,3.1,17
NJ,Ocean County,6.5,17
NJ,Passaic County,19.3,17
NJ,Salem County,14.8,17
NJ,Somerset County,2.6,17
NJ,Sussex County,2.4,17
NJ,Union County,8.2,17
NJ,Warren County,8.8,17
NM,Bernalillo County,14.8,17
NM,Chaves County,19.7,17
NM,Doña Ana County,26.4,17
NM,Lea County,17.5,17
NM,McKinley County,25.9,17
NM,Otero County,17.0,17
NM,Sandoval County,11.2,17
NM,San Juan County,21.2,17
NM,Santa Fe County,9.3,17
NM,Valencia County,21.1,17
NY,Albany County,11.5,17
NY,Bronx County,37.6,17
NY,Broome County,15.3,17
NY,Cattaraugus County,15.6,17
NY,Cayuga County,11.5,17
NY,Chautauqua County,18.7,17
NY,Chemung County,12.9,17
NY,Clinton County,14.5,17
NY,Dutchess County,7.0,17
NY,Erie County,15.5,17
NY,Jefferson County,17.2,17
NY,Kings County,22.5,17
NY,Livingston County,14.4,17
NY,Madison County,14.0,17
NY,Monroe County,16.0,17
NY,Nassau County,4.3,17
NY,New York County,13.9,17
NY,Niagara County,12.8,17
NY,Oneida County,17.6,17
NY,Onondaga County,14.0,17
NY,Ontario County,7.9,17
NY,Orange County,8.9,17
NY,Oswego County,16.9,17
NY,Putnam County,2.7,17
NY,Queens County,12.7,17
NY,Rensselaer County,10.5,17
NY,Richmond County,11.1,17
NY,Rockland County,10.6,17
NY,St. Lawrence County,14.7,17
NY,Saratoga County,7.3,17
NY,Schenectady County,13.4,17
NY,Steuben County,12.9,17
NY,Suffolk County,6.4,17
NY,Sullivan County,15.7,17
NY,Tompkins County,10.1,17
NY,Ulster County,12.2,17
NY,Warren County,12.3,17
NY,Wayne County,14.1,17
NY,Westchester County,8.0,17
NC,Alamance County,13.8,17
NC,Brunswick County,10.8,17
NC,Buncombe County,7.3,17
NC,Burke County,13.3,17
NC,Cabarrus County,8.8,17
NC,Caldwell County,14.5,17
NC,Carteret County,10.1,17
NC,Catawba County,13.6,17
NC,Chatham County,8.0,17
NC,Cleveland County,14.3,17
NC,Craven County,13.3,17
NC,Cumberland County,16.7,17
NC,Davidson County,13.7,17
NC,Durham County,12.4,17
NC,Forsyth County,10.9,17
NC,Franklin County,14.1,17
NC,Gaston County,14.9,17
NC,Guilford County,14.1,17
NC,Harnett County,11.8,17
NC,Henderson County,7.4,17
NC,Iredell County,7.2,17
NC,Johnston County,13.8,17
NC,Lincoln County,10.4,17
NC,Mecklenburg County,9.2,17
NC,Moore County,6.2,17
NC,Nash County,13.6,17
NC,New Hanover County,9.6,17
NC,Onslow County,12.4,17
NC,Orange County,9.2,17
NC,Pitt County,11.2,17
NC,Randolph County,15.6,17
NC,Robeson County,28.7,17
NC,Rockingham County,12.5,17
NC,Rowan County,13.6,17
NC,Rutherford County,14.3,17
NC,Surry County,17.0,17
NC,Union County,7.3,17
NC,Wake County,5.8,17
NC,Wayne County,19.0,17
NC,Wilkes County,16.0,17
NC,Wilson County,18.8,17
ND,Burleigh County,3.4,17
ND,Cass County,5.1,17
ND,Grand Forks County,11.0,17
ND,Ward County,5.9,17
OH,Allen County,13.0,17
OH,Ashtabula County,18.8,17
OH,Athens County,15.6,17
OH,Belmont County,8.9,17
OH,Butler County,9.2,17
OH,Clark County,16.4,17
OH,Clermont County,9.1,17
OH,Columbiana County,15.6,17
OH,Cuyahoga County,17.3,17
OH,Delaware County,3.7,17
OH,Erie County,9.8,17
OH,Fairfield County,10.7,17
OH,Franklin County,12.1,17
OH,Geauga County,5.4,17
OH,Greene County,8.8,17
OH,Hamilton County,12.2,17
OH,Hancock County,10.5,17
OH,Jefferson County,17.6,17
OH,Lake County,7.7,17
OH,Licking County,10.9,17
OH,Lorain County,12.2,17
OH,Lucas County,18.8,17
OH,Mahoning County,19.2,17
OH,Marion County,18.0,17
OH,Medina County,6.2,17
OH,Miami County,10.7,17
OH,Montgomery County,14.6,17
OH,Muskingum County,20.0,17
OH,Portage County,9.5,17
OH,Richland County,15.5,17
OH,Ross County,20.0,17
OH,Scioto County,29.1,17
OH,Stark County,13.3,17
OH,Summit County,15.0,17
OH,Trumbull County,12.9,17
OH,Tuscarawas County,14.9,17
OH,Warren County,3.8,17
OH,Wayne County,8.6,17
OH,Wood County,6.9,17
OK,Canadian County,6.4,17
OK,Cleveland County,8.6,17
OK,Comanche County,16.0,17
OK,Creek County,13.6,17
OK,Muskogee County,18.9,17
OK,Oklahoma County,12.8,17
OK,Payne County,10.4,17
OK,Pottawatomie County,17.7,17
OK,Rogers County,9.7,17
OK,Tulsa County,12.2,17
OK,Wagoner County,11.0,17
OR,Benton County,10.4,17
OR,Clackamas County,9.8,17
OR,Deschutes County,11.5,17
OR,Douglas County,18.3,17
OR,Jackson County,16.0,17
OR,Josephine County,19.4,17
OR,Klamath County,24.4,17
OR,Lane County,17.8,17
OR,Linn County,22.0,17
OR,Marion County,18.6,17
OR,Multnomah County,15.7,17
OR,Polk County,16.2,17
OR,Umatilla County,19.3,17
OR,Washington County,8.9,17
OR,Yamhill County,15.1,17
PA,Adams County,8.5,17
PA,Allegheny County,12.4,17
PA,Armstrong County,18.7,17
PA,Beaver County,14.9,17
PA,Berks County,12.6,17
PA,Blair County,19.1,17
PA,Bucks County,4.9,17
PA,Butler County,9.1,17
PA,Cambria County,18.7,17
PA,Carbon County,15.8,17
PA,Centre County,7.5,17
PA,Chester County,5.4,17
PA,Clearfield County,19.1,17
PA,Columbia County,13.2,17
PA,Crawford County,17.8,17
PA,Cumberland County,6.2,17
PA,Dauphin County,11.0,17
PA,Delaware County,11.6,17
PA,Erie County,16.7,17
PA,Fayette County,21.1,17
PA,Franklin County,10.8,17
PA,Indiana County,16.4,17
PA,Lackawanna County,17.7,17
PA,Lancaster County,9.1,17
PA,Lawrence County,18.1,17
PA,Lebanon County,12.6,17
PA,Lehigh County,14.2,17
PA,Luzerne County,16.4,17
PA,Lycoming County,15.5,17
PA,Mercer County,17.0,17
PA,Monroe County,11.9,17
PA,Montgomery County,6.0,17
PA,Northampton County,9.4,17
PA,Northumberland County,11.9,17
PA,Philadelphia County,22.1,17
PA,Schuylkill County,17.5,17
PA,Somerset County,15.2,17
PA,Washington County,13.0,17
PA,Westmoreland County,12.1,17
PA,York County,10.0,17
RI,Kent County,12.0,17
RI,Newport County,7.3,17
RI,Providence County,19.7,17
RI,Washington County,8.0,17
SC,Aiken County,10.8,17
SC,Anderson County,13.4,17
SC,Beaufort County,4.9,17
SC,Berkeley County,9.8,17
SC,Charleston County,6.9,17
SC,Darlington County,18.6,17
SC,Dorchester County,11.0,17
SC,Florence County,19.7,17
SC,Greenville County,9.6,17
SC,Greenwood County,19.7,17
SC,Horry County,10.9,17
SC,Kershaw County,9.4,17
SC,Lancaster County,10.3,17
SC,Laurens County,15.0,17
SC,Lexington County,10.7,17
SC,Oconee County,10.4,17
SC,Orangeburg County,16.7,17
SC,Pickens County,8.9,17
SC,Richland County,12.1,17
SC,Spartanburg County,12.2,17
SC,Sumter County,17.3,17
SC,York County,9.0,17
SD,Minnehaha County,7.0,17
SD,Pennington County,10.3,17
TN,Anderson County,20.2,17
TN,Blount County,11.6,17
TN,Bradley County,14.9,17
TN,Davidson County,9.8,17
TN,Greene County,16.8,17
TN,Hamilton County,11.0,17
TN,Knox County,11.0,17
TN,Madison County,16.6,17
TN,Maury County,6.1,17
TN,Montgomery County,13.0,17
TN,Putnam County,13.9,17
TN,Robertson County,10.4,17
TN,Rutherford County,7.2,17
TN,Sevier County,13.0,17
TN,Shelby County,17.4,17
TN,Sullivan County,15.5,17
TN,Sumner County,8.8,17
TN,Washington County,13.9,17
TN,Williamson County,2.5,17
TN,Wilson County,8.4,17
TX,Angelina County,21.1,17
TX,Bastrop County,14.4,17
TX,Bell County,12.5,17
TX,Bexar County,12.6,17
TX,Bowie County,14.3,17
TX,Brazoria County,9.7,17
TX,Brazos County,10.8,17
TX,Cameron County,22.8,17
TX,Collin County,2.6,17
TX,Comal County,4.9,17
TX,Coryell County,13.3,17
TX,Dallas County,12.0,17
TX,Denton County,4.3,17
TX,Ector County,12.2,17
TX,Ellis County,6.8,17
TX,El Paso County,19.2,17
TX,Fort Bend County,6.5,17
TX,Galveston County,13.3,17
TX,Grayson County,12.0,17
TX,Gregg County,14.7,17
TX,Guadalupe County,5.9,17
TX,Harris County,13.4,17
TX,Harrison County,11.3,17
TX,Hays County,6.8,17
TX,Henderson County,13.8,17
TX,Hidalgo County,30.5,17
TX,Hunt County,12.6,17
TX,Jefferson County,16.7,17
TX,Johnson County,8.8,17
TX,Kaufman County,8.9,17
TX,Liberty County,21.4,17
TX,Lubbock County,13.0,17
TX,McLennan County,14.4,17
TX,Midland County,6.0,17
TX,Montgomery County,7.0,17
TX,Nacogdoches County,16.7,17
TX,Nueces County,18.9,17
TX,Orange County,15.5,17
TX,Parker County,6.3,17
TX,Potter County,15.1,17
TX,Randall County,7.0,17
TX,Rockwall County,2.2,17
TX,San Patricio County,17.6,17
TX,Smith County,11.9,17
TX,Tarrant County,9.6,17
TX,Taylor County,14.8,17
TX,Tom Green County,10.0,17
TX,Travis County,7.2,17
TX,Victoria County,11.8,17
TX,Walker County,3.4,17
TX,Webb County,28.0,17
TX,Wichita County,13.4,17
TX,Williamson County,4.3,17
TX,Wise County,11.1,17
UT,Cache County,6.0,17
UT,Davis County,5.2,17
UT,Salt Lake County,6.4,17
UT,Tooele County,9.5,17
UT,Utah County,6.3,17
UT,Washington County,7.9,17
UT,Weber County,8.4,17
VT,Chittenden County,7.3,17
VA,Albemarle County,4.5,17
VA,Arlington County,2.2,17
VA,Augusta County,7.8,17
VA,Bedford County,5.7,17
VA,Chesterfield County,5.4,17
VA,Fairfax County,4.2,17
VA,Fauquier County,2.0,17
VA,Frederick County,3.5,17
VA,Hanover County,4.7,17
VA,Henrico County,7.1,17
VA,James City County,3.3,17
VA,Loudoun County,2.9,17
VA,Montgomery County,5.6,17
VA,Prince William County,4.6,17
VA,Roanoke County,6.8,17
VA,Rockingham County,5.6,17
VA,Spotsylvania County,6.2,17
VA,Stafford County,2.2,17
VA,York County,2.3,17
VA,Alexandria city,5.3,17
VA,Chesapeake city,6.6,17
VA,Hampton city,11.3,17
VA,Lynchburg city,12.4,17
VA,Newport News city,14.3,17
VA,Norfolk city,15.5,17
VA,Portsmouth city,12.4,17
VA,Richmond city,15.6,17
VA,Roanoke city,22.4,17
VA,Suffolk city,13.4,17
VA,Virginia Beach city,5.3,17
WA,Benton County,14.2,17
WA,Chelan County,7.9,17
WA,Clallam County,13.5,17
WA,Clark County,12.9,17
WA,Cowlitz County,21.7,17
WA,Franklin County,22.1,17
WA,Grant County,17.9,17
WA,Grays Harbor County,21.4,17
WA,Island County,8.7,17
WA,King County,9.0,17
WA,Kitsap County,11.0,17
WA,Lewis County,18.8,17
WA,Pierce County,12.9,17
WA,Skagit County,15.5,17
WA,Snohomish County,10.0,17
WA,Spokane County,15.6,17
WA,Thurston County,10.2,17
WA,Whatcom County,12.4,17
WA,Yakima County,24.2,17
WV,Berkeley County,10.4,17
WV,Cabell County,18.6,17
WV,Harrison County,14.2,17
WV,Kanawha County,17.7,17
WV,Monongalia County,8.5,17
WV,Raleigh County,18.5,17
WV,Wood County,15.1,17
WI,Brown County,8.5,17
WI,Dane County,6.4,17
WI,Dodge County,8.7,17
WI,Eau Claire County,10.6,17
WI,Fond du Lac County,9.3,17
WI,Jefferson County,11.6,17
WI,Kenosha County,13.0,17
WI,La Crosse County,8.4,17
WI,Manitowoc County,10.4,17
WI,Marathon County,10.8,17
WI,Milwaukee County,17.9,17
WI,Outagamie County,6.7,17
WI,Ozaukee County,2.9,17
WI,Portage County,7.0,17
WI,Racine County,12.7,17
WI,Rock County,15.5,17
WI,St. Croix County,5.3,17
WI,Sheboygan County,9.9,17
WI,Walworth County,12.3,17
WI,Washington County,6.0,17
WI,Waukesha County,3.3,17
WI,Winnebago County,10.6,17
WI,Wood County,14.7,17
WY,Laramie County,7.4,17
WY,Natrona County,7.6,17
PRIC,Arecibo Municipio,43.6,17
PRIC,Bayamón Municipio,30.5,17
PRIC,Caguas Municipio,31.5,17
PRIC,Carolina Municipio,22.5,17
PRIC,Guaynabo Municipio,19.8,17
PRIC,Mayagüez Municipio,41.9,17
PRIC,Ponce Municipio,48.3,17
PRIC,San Juan Municipio,27.4,17
PRIC,Toa Alta Municipio,31.1,17
PRIC,Toa Baja Municipio,24.7,17
PRIC,Trujillo Alto Municipio,22.9,17
